image_name,Captions,Question,Answer,Category,Captions_en,Question_en,Answer_en
bnature_864.jpg,"একটি ক্লাস রুমে শিক্ষার্থীরা বসে আছে, মাঝখানে দাড়িয়ে একজন ম্যাডাম হাতে বই নিয়ে তাদের পড়াচ্ছে।,
 হাতে বই নিয়ে দাড়িয়ে একজন শিক্ষিকা ক্লাসে পড়াচ্ছেন।,
 সবুজ উনিফরম পরা একজন মহিলা একটি ক্লাস এ পড়াচ্ছে যাতে অনেকগুলো ছেলে মেয়ে দুই সারিতে বসে আছে।",ক্লাসরুমে শিক্ষিকার পরনে কি রঙের শাড়ি আছে?,সবুজ,Color,"Students are sitting in a class room, a madam standing in the middle teaching them with books, a teacher standing in the middle teaching the class, a woman wearing green uniform teaching a class with many children sitting in two rows",What color is the teacher wearing in the classroom?,green
bornon_439.jpg,"স্যান্ডউইচের পাশে লাল বাটিতে কিছু খাবার দেখা যাচ্ছে ।,
 কাগজের উপরে স্যান্ডউইচ দেখা যাচ্ছে ।,
 স্যান্ডউইচের পাশে একটি লাল বাটি দেখা যাচ্ছে ।",স্যান্ডউইচের পাশে কোন রঙের বাটি রয়েছে?,লাল,Color,"A red bowl showing some food beside the sandwich., a sandwich on paper., a red bowl beside the sandwich",What color bowl is next to the sandwich?,red
bornon_3307.jpg,"ফুলটির চারিপাশে সবুজ পাতা দেখা যাচ্ছে ।,
 ফুলটি সাদা রঙের ।,
 একটি ফুল দেখা যাচ্ছে ।",ছবিতে দেখা ফুলটির রঙ কি?,সাদা,Color,The flower is surrounded by green leaves. The flower is white,What is the color of the flower in the picture?,white
chitron_2027.png,লাল জামা পড়া একটা ছোট শিশু উল্টিয়ে পালটিয়ে দেখছে আর বইয়ের দিকে তাকিয়ে আছে।,ছোট শিশুটির জামার রং কি?,লাল,Color,A little child in a red dress looks around and looks at a book,What is the color of the little child's clothes?,red
bornon_1070.jpg,"লাল রং এর খাবারের টেবিল এর সামনে দুই জন মেয়ে দারিয়ে আছে ।,
 একটি লাল টেবিল আছে ।,
 দুই জন মেয়ে একটি লাল টেবিল এর সামনে দারিয়ে আছে ।",ছবির দুই জন মেয়ে কোন রংয়ের টেবিলের সামনে দাঁড়িয়ে আছে?,লাল,Color,Two girls standing in front of a red dining table,What color table are the two girls in the picture standing before?,red
bnature_412.jpg,"লাল রঙের ছাউনির নিচে তিনটি রাস্তা একসাথে মিলেছে।,
 তিনটি পাহাড়ি রাস্তা একসাথে মিশেছে ।,
 পাহাড়ের পাশে তিনটি রাস্তা একসাথে মিশেছে।",ছবিতে দেখানো ছাউনির কী রঙ?,লাল,Color,"Three roads meet under a red shed, three hill roads meet, three roads meet by hillsides",What color is the sheet shown in the picture?,red
chitron_1097.png,'একজন ছোট মেয়ে মাথায় কাপড় দিয়ে তাকিয়ে আছে।,ছোট মেয়েটির মাথায় কি রঙের কাপড় রয়েছে?,নীল ও কালো,Color,A little girl looking with a head covering,What color is the little girl wearing on her head?,blue and black
chitron_3154.png,'লাল সাদা শাড়ি পরা ৫ জন মেয়ে নাচছে একটি মঞ্চে এবং তাদের পিছনে কিছু ছেলেমেয়ে সেজে দাড়িয়ে আছে।,মঞ্চে নাচতে থাকা মেয়েদের শাড়ির রঙ কী?,লাল সাদা,Color,Five girls wearing red and white sari are dancing on a stage and behind them are some children,What is the color of the sarees of dancers on stage?,red and white
chitron_8088.png,'গোলাপি শাড়ি পরা একজন মহিলা ঝুড়িতে লাল মরিচ তুলছে।,ছবিতে থাকা মহিলার শাড়ির রঙ কি?,গোলাপি,Color,A woman in a pink sari is picking red pepper in a basket,What color is the sari of the woman in the picture?,pink
chitron_4227.png,"জলাশয়, দুটি হাত ও অনেকগুলো কাগজের টুকরা দেখা যাচ্ছে।",ছবিতে দেখা যাওয়া কাগজগুলোর রঙ কি?,নীল ও সাদা,Color,"Water bodies, two hands and many pieces of paper are seen",What is the color of the papers in the picture?,blue and white
bnature_1319.jpg,"দুজন সাদা কাপড় পরা বাচ্চা বসে অন্য দিকে চেয়ে থেকে হাসছে।,
 দুইটি শিশু বসে হাসছে।,
 দুইটি শিশু সাদা জামা পড়ে বসে হাসছে।",শিশুদের পরনে কি রঙের জামা?,সাদা,Color,"Two children in white clothes sitting and laughing, two children sitting and laughing, two children sitting in white clothes smiling",What color are the children wearing?,white
chitron_1271.png,'একজন ছছেলে মাথায় গোল টুপি গেঞ্জি পরে মুখে রং মেখে দাড়িয়ে আছে।,ছেলেটির মাথায় কি ধরণের টুপি আছে?,গোল টুপি,Cloth,A six-year-old was standing in a round cap on his head and wearing a jersey with colour on his face,What kind of hat is this kid wearing?,round cap
bornon_306.jpg,"একটি জঙ্গলে পুকুর এবং অসংখ্য গাছপালা দেখা যাচ্ছে ।,
 একটি পুকুর দেখা যাচ্ছে ।,
 অসংখ্য গাছপালা দেখা যাচ্ছে ।",ছবিটিতে কী ধরনের প্রাকৃতিক দৃশ্য দেখা যাচ্ছে?,জঙ্গল ও পুকুর,Place,"A pond in the jungle and numerous trees., a pond., numerous trees",What kind of landscape is shown in the picture?,Jungle and pond
bnature_738.jpg,"একটি মহিলার কাঁধে একটি শিশু চোখ খুলে তাকিয়ে আছে ও শিশুটির পরনে উলের কাপড়।,
 একটি শিশু তাকিয়ে আছে।,
 একটি ছোট শিশু তাকিয়ে আছে।",শিশুটির পরনে কি ধরনের কাপড় রয়েছে?,উলের কাপড়,Cloth,"A child opens his eyes on the shoulder of a woman wearing wool, a child looks, a child looks",What kind of clothes are the children wearing?,wool
bnature_498.jpg,"আশে পাশের গাছে ঘেরা একটি অগভির জলাশয়।,
 জলাশয়ের চারপাশ জঙ্গলে ঘেরা।,
 জলাশয়ের দুইপাশ সবুজ গাছে ভরা।",জলাশয়টি কী দ্বারা ঘেরা আছে?,গাছ,Plant,"It is surrounded by trees, surrounded by jungle, with green trees on both sides",What surrounds the pond?,plants
chitron_657.png,'একটি বাচ্চা ছেলের মুখে ধুলা মাখা।,ছেলেটির মুখে কী মাখা আছে?,ধুলা,Misc,Make dust on the face of a child,What's on the boy's face?,dust
chitron_7197.png,'একটি বাজারে কিছু ক্রেতা বিক্রেতা।,ছবিতে দেখা বাজারের ভেতরে মূলত কী বিক্রি হচ্ছে?,শুটকি মাছ,Human,In a market some buyers and sellers,What is basically being sold inside the market?,dried fish
chitron_6588.png,'হাতে চাপাতি নিয়ে সামনে কেক নিয়ে দাড়িয়ে আছেন কয়েকজন ছেলে।,ছবিতে কে চাপাতি ধরে আছে?,মাঝখানের ছেলে,Human,Some boys are standing in front of the cake with machetes in their hands,Who holds a machete in the picture?,middle boy
chitron_800.png,'একজন পুরুষ মানুষের মাথাই গামছা।,ছবিতে ওই ব্যক্তির মাথায় কী জিনিস আছে?,গামছা,Cloth,A man's head is a gamchha,What is on the man's head in the picture?,gloves
bornon_900.jpg,"একটি স্মৃতি ভাস্কর্য বিদ্যমান ।,
 একটি স্থাপনা রয়েছে ।,
 একটি পুরাতন স্থাপনা রয়েছে ।",ছবিতে দেখা অদ্ভুত আকৃতির স্থাপনাটি কি?,স্মৃতি ভাস্কর্য,Misc,"A memorial sculpture exists, an establishment, an old establishment",What is the strange structure seen in the picture?,memorial sculpture
chitron_444.png,'লাল সাদা শারি পরে ৬ টি মেয়ে দারিয়ে আছে আর তাদের পেছনে আরও মানুষ হেঁটে আসছে।,ছবিতে মেয়েরা কিসের ঢাল ধরে আছে?,বাংলা হরফ,Misc,Six girls wearing red and white shirts are standing behind them and more people are walking,What shield are the girls holding?,Bengali character
bornon_1389.jpg,"একটি কুকুর গলায় কমলা বেল্ট পড়ে আছে ।,
 একটি কুকুর বসে আছে ।,
 একটি কুকুর গলায় বেল্ট পড়ে আছে ।",কুকুরটির গলায় কি ধরনের বেল্ট পরা আছে?,কমলা বেল্ট,Color,"A dog wearing an orange belt on the neck., a dog sitting., a dog wearing a belt on the neck",What kind of belt is on the dog's neck?,orange belt
bnature_525.jpg,"পাহাড়ের প্রতিছবি ভেসে উথের হৃদের জলে।,
 পাহাড়ে ঘেরা একটি হ্রদ।,
 হৃদের পাশে জনবসতি রয়েছে।",ছবিতে থাকা হৃদটি কীসের দ্বারা ঘেরা?,পাহাড়ে,Place,"Mountain images float on the waters of the Lake Uther, a lake surrounded by mountains",What surrounds the lake in the picture?,mountains
bornon_3077.jpg,"একটি ফুলের সবুজ কুড়ি দেখা যাচ্ছে ।,
 কিছু ফুলের কুড়ি আছে ।,
 গাছে ফুলের কুঁড়ি জন্মেছে ।",গাছের উপরে কি দেখা যাচ্ছে?,ফুলের কুড়ি,Plant,A flower green twig. There are some flower twigs,What's on the tree?,blossoms
chitron_6649.png,'ফেরি ঘাটে কিছু মানুষ দাড়িয়ে আছেন এবং ফেরিতে উঠছেন।,ফেরি ঘাটটি কি জলাভূমির উপরে অবস্থিত?,হ্যাঁ,Misc,Some people are standing at the ferry ghat and getting on the ferry,Is the ferry ghat on the wetland?,Yeah.
chitron_6071.png,'একজন মেয়ে একজন ঘুমন্ত শিশুকে কোলে নিয়ে বসে আছেন।,ছবিটিতে মেয়েটি শিশুকে কি করে ধরে রেখেছে?,কোলে নিয়ে,Misc,A woman sits in her arms with a sleeping baby,How is the girl holding the child in the picture?,in his arms
bornon_372.jpg,"একটি টেবিলে একটি প্লেটে আস্ত একটি মুরগীর রোস্ট দেখা যাচ্ছে ।,
 আস্ত একটি মুরগীর রোস্ট দেখা যাচ্ছে ।,
 একটি প্লেটে সুস্বাদু মুরগীর রোস্ট দেখা যাচ্ছে ।",ছবিতে কী ধরনের খাবার দেখা যাচ্ছে?,মুরগীর রোস্ট,Animal,"A table shows a whole chicken roast., a whole chicken roast., a delicious chicken roast",What kind of food is shown in the picture?,chicken roast
chitron_2953.png,'একজন পুরুষ ক্যামেরা দিয়ে ছবি তুলছে যাকে অন্ধকার দেখাচ্ছে।,এই ছবিতে পুরুষটি কি দিয়ে ছবি তুলছে?,ক্যামেরা,Object,A man taking a photo with a camera looking dark,What's the man doing in this picture?,Camera
bnature_1841.jpg,"একজন মানুষ মাটির রাস্তায় সাইকেল চালিয়ে যাচ্ছে।,
 একটি লোক রাস্তা দিয়ে সাইকেল নিয়ে যাচ্ছে।,
 একটি লোক মাটির রাস্তায় সাইকেল চালিয়ে যাচ্ছে।",ছবিতে মানুষটি কিসের উপর চলছে?,মাটির রাস্তা,Human,"A man riding a bike on a mud road, a man riding a bike on a mud road, a man riding a bike on a mud road",What is the man on the picture?,mud road
bornon_812.jpg,"পাহাড়ের নিচে সুন্দর কিছু কুঠুরি দেখা যাচ্ছে ।,
 ঘন গাছপালা দেখা যাচ্ছে ।,
 পাহাড়ের নিচে রাস্তা দেখা যাচ্ছে ।",পাহাড়ের নিচে কি দেখা যাচ্ছে?,"কুঠুরি, রাস্তা",Misc,"Beneath the hill there are beautiful cells, dense trees, roads beneath the hill",What's below the mountain?,"Cells, streets"
chitron_3476.png,'একটি বিল্ডিং এর পাশ দিয়ে নৌকা দিয়ে যাচ্ছে অনেক মানুষ।,ছবিতে কি ধরনের নৌকা দেখা যাচ্ছে?,যাত্রী নৌকা,Vehicle,Many people are passing by boats beside a building,What kind of boat is shown in the picture?,passenger boat
chitron_8326.png,'একজন লোক একটা বাচ্চাকে ঘাড়ে করে নিয়ে দাঁড়িয়ে আছে।,বাচ্চাটি এই ছবিতে কার ঘাড়ে দাঁড়িয়ে আছে?,পুরুষের,Human,A man is standing with a child on his shoulder,Whose shoulder is the child standing in this picture?,male
chitron_6354.png,'কয়েকটি বক্স যার ২ টিতে ২ জন পুরুষ শুয়ে ঘুমিয়ে আছেন।,এই বক্সগুলির কয়টিতে মানুষ শুয়ে আছে?,দুই,Number,Several boxes in which two men are lying and sleeping,How many of these boxes have people lying?,Two
chitron_6315.png,'একজন পুরুষ বসে একটি নৌকা চালাচ্ছেন।,ছবিতে ব্যক্তিটি কী চালাচ্ছেন?,নৌকা,Vehicle,A man is sitting and riding a boat,What is the man running in the picture?,boat
chitron_8347.png,"'নদীর ঘাটে নৌকা থেকে নেমে অনেক মানুষ বস্তা, ব্যাগ হাতে হেঁটে যাচ্ছে।",ছবিতে মানুষগুলো কি থেকে নেমেছে?,নৌকা থেকে,Vehicle,A lot of people are walking out of boats and carrying bags,Did the people get down from the picture?,from boat
chitron_7901.png,'রেলিং ধরে একজন বাচ্চা ছেলে দাড়িয়ে আছে হাসি মুখে।,ছেলেটি কিসের উপর হাত রেখেছে?,রেলিং,Misc,There is a little boy standing on the railing with a smile,What is the boy putting his hands on?,railing
chitron_6757.png,'একজন বুড়ো পুরুষ দাঁত বের করে তাকিয়ে আছেন।,বুড়ো পুরুষটির দাঁত কি দৃশ্যমান?,দৃশ্যমান,Human,An old man looking at me with his teeth,Is the old man's teeth visible?,visible
chitron_1290.png,'একজন মেয়ে ক্যামেরা দিয়ে ছবি তুলছে এবং পিছনে ৩ টি ছেলে গল্প করছে।,ছবিতে মেয়েটি কি দিয়ে ছবি তুলছে?,ক্যামেরা,Object,A girl is taking pictures with the camera and three boys are talking in the back,What is the girl taking picture with?,Camera
bornon_2342.jpg,"অনেক রঙ বেরঙ্গের খাবার আছে ।,
 অনেক খাবার আছে ।,
 সুশি সাজানো আছে ।",ছবিতে প্রদর্শিত সাজানো খাবারের নাম কি?,সুশি,Misc,"There's a lot of colourful food, there's a lot of food, there's a lot of sushi arranged",What is the name of the dishes shown in the picture?,sushi
chitron_1428.png,'৪ জন রাস্তা দিয়ে হেটে আসছে যার মাঝে ১ জন ছেলে বাচ্চা ৩ জন মেয়ে বাচ্চা যাদের হাতে বই।,বাচ্চাদের হাতে কি আছে?,বই,Object,"Four children walking on the street, one boy, three girls with books in their hands",What's in the children's hands?,Book
bornon_1038.jpg,"একটি পাহাড় রয়েছে যার পাশে গাছের পাতা আছে এবং যেখান থেকে পানি পড়ছে ।,
 ঝর্ণার পাশে অনেক পাতা আছে ।,
 একটি পাহাড় রয়েছে যেখান দিয়ে ঝর্ণা পড়ছে ।",ছবিতে পাহাড়ের পাশে কি দেখা যাচ্ছে?,গাছের পাতা,Plant,There is a hill with tree leaves and water falling from it. There are many leaves beside the fountain,What is on the hillside?,leaf
chitron_4338.png,একজন পুরুষ একটি শিশু কোলে নিয়ে দাড়িয়ে আছে। পাশে একজন নারী ও একজন পুরুষ দাড়িয়ে আছে।,শিশুটি কার কোলে রয়েছে?,পুরুষের,Human,"A man holding a child in his arms, a woman and a man standing next to him",Whose lap is the baby?,male
chitron_6639.png,'পানির এবং একটি সেতুর সাথে পানিতে জাল বাধা আছে এবং রাস্তা দিয়ে মানুষ হেটে যাচ্ছে।,ছবিতে দেখা সেতুটি কিসের ওপর নির্মিত?,পানির ওপর,Food,There are water and nets tied to a bridge and people walking on the road,What is the bridge seen in the picture built on?,on water
bornon_3281.jpg,"লোকটি কোদাল দিয়ে মাটির দলা ভাঙ্গছেন ।,
 একটি ক্ষেত দেখা যাচ্ছে ।,
 লোকটির হাতে একটি কোদাল রয়েছে ।",লোকটি কি দিয়ে মাটি ভাঙ্গছেন?,কোদাল,Misc,The man is breaking clay with a spade. A field is seen. The man is holding a spade,What is the man breaking the ground?,spade
chitron_8283.png,'উপরে মেঘলা আকাশ আর নিচে একজন লোক একটা ব্রিজের উপর দাঁড়িয়ে আছে।,ছবিতে দেখা ব্রিজটির উপরে কি ধরনের আবহাওয়া দেখা যাচ্ছে?,মেঘলা,Weather,The sky is clouded above and a man is standing on a bridge,What kind of weather is seen on the top of the bridge?,cloudy
bornon_3819.jpg,"শ্যাওলাপূর্ণ একটি বিলে একটি নৌকা দেখা যাচ্ছে ।,
 বিলে অনেক শ্যাওলা আছে ।,
 শ্যাওলাপূর্ণ বিলে একটি নৌকা আছে ।",বিলের পানিতে কি প্রাণঘাতী জমে আছে?,শ্যাওলা,Misc,A boat is seen in a marshy beel. There are many marshy beels. There is a boat in a marshy beel,Is the water of the beel deadly?,lichens
chitron_6647.png,'একজন ছেলে হাতে গীটার নিয়ে দাড়িয়ে আছেন এবং উপরে আকাশ দেখা যায়।,ছবিটিতে আকাশ কীভাবে দেখা যাচ্ছে?,মেঘলা,Weather,A boy standing with a guitar in his hand and the sky can be seen above,How is the sky visible in this picture?,cloudy
chitron_5799.png,'একজন পুরুষ টুপি পাঞ্জাবী রোমাল পরে  দাড়িয়ে আছেন।,এই ব্যক্তির মাথায় কি ধরনের টুপি রয়েছে?,টুপি,Cloth,A man standing in a punjabi romal wearing a hat,What kind of hat is this man wearing?,hat
